t,p_x,p_y,p_z,v_x,v_y,v_z,q_w,q_x,q_y,q_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z
0.5316648478546963,3.662728656100189,5.426805339868401e-13,0.08796931040968965,15.291257309405546,-1.4838323869864908e-12,-1.2206707846513254,0.7747212010575493,1.325301766875351e-12,0.6323029816725443,-1.551800782670918e-12,-2.1899202591450412e-10,-0.9702534287611072,1.0381896454544978e-11,0,0,0,0,0,0,6.878996177926284,6.878996177926284,6.855166596150321,6.855166596187849,0,0,0,0,0,0
0.5612017838466238,4.1281667141815,4.669548491626906e-13,0.05060029383616332,16.22331404955113,-3.002170731981522e-12,-1.3047180761886237,0.7846692654974305,-1.9152827833728513e-13,0.6199146262056824,-2.300611260826544e-13,-5.258857630976076e-11,-1.18140927808415,1.7096229179743748e-12,0,0,0,0,0,0,6.878995521086678,6.878995521086678,6.782589951009131,6.7825899510295375,0,0,0,0,0,0
0.5907387198385513,4.620948691996304,3.82745545927266e-13,0.011216896363367533,17.141942758675867,-2.660739423483865e-12,-1.35473371733792,0.7991729547813994,-2.8475718444515705e-13,0.6011011465186044,-1.6124978410421904e-13,3.7796329969891455e-11,-2.035666823787503,-3.0060165019961118e-12,0,0,0,0,0,0,6.87899460975853,6.87899460975853,6.8413259267871736,6.841325926775672,0,0,0,0,0,0
0.6202756558304788,5.140713159014685,3.0454613269741455e-13,-0.0288887808743316,18.04907229365495,-2.6855140583933817e-12,-1.3510625544257278,0.8182996177810622,-1.6261649288336207e-13,0.5747919062925848,-2.8386115772478026e-13,-1.3237082976501557e-11,-2.369452067185993,-3.4812849175862466e-13,0,0,0,0,0,0,6.878993241051868,6.878993241051868,6.87782850665652,6.877828506656375,0,0,0,0,0,0
0.6498125918224064,5.6869927718742135,2.2645300024975344e-13,-0.06797476471472237,18.936363800574934,-2.5310955414444683e-12,-1.2851498667747636,0.8379499402536007,-3.393142659452106e-13,0.545747100431136,-1.6678732658633573e-13,-1.3898807873029956e-11,-2.3797728727715293,-3.144106681586259e-13,0,0,0,0,0,0,6.878991219074019,6.878991219074018,5.511855229046993,5.51185522905548,0,0,0,0,0,0
0.6793495278143339,6.257648578706542,1.5760599361834387e-13,-0.10446194426333952,19.68538863072095,-2.129064481394714e-12,-1.1548370885440435,0.8992783377055326,-3.031119995161945e-13,0.43737680703666604,-1.7026993620439182e-13,2.3441502895747294e-11,-14.494075341640574,-2.275797260502324e-12,0,0,0,0,0,0,6.878987849809405,6.878987849809405,6.821986088141508,6.821986088135377,0,0,0,0,0,0
0.7088864638062614,6.848743039825984,9.912795275568822e-14,-0.1327193528031129,20.285883969522693,-1.839576403578039e-12,-0.7151869275420232,0.9725379551438875,-2.235688036385015e-13,0.23274433570883402,-1.9579736184471152e-13,-4.197665676126975e-12,-14.999172557411262,-8.589238760290554e-13,0,0,0,0,0,0,6.8789787273749115,6.878978727374911,6.878928946837668,6.878928946837667,0,0,0,0,0,0
0.7384233997981889,7.452366273739236,5.117431737874007e-14,-0.14479752730285222,20.51894459764957,-1.3592136510033563e-12,-0.08554280090193266,0.9999104239182524,-3.258036368400522e-13,0.013384473826836007,-1.3949458012103848e-13,-4.46733491750187e-12,-14.999613666773923,-8.584083762989777e-13,0,0,0,0,0,0,6.878943038401374,6.878943038401371,6.878976395746735,6.878976395746735,0,0,0,0,0,0
0.7679603357901165,8.056732979463593,2.126118172584971e-14,-0.13766078229379647,20.335419465729743,-6.349210774352909e-13,0.5552580156462418,0.9784190470206611,-4.1594500445076363e-13,-0.2066305118494893,-7.63042098465193e-14,-4.720353630103695e-12,-14.999318084641466,-8.575199540033172e-13,0,0,0,0,0,0,6.878381533038623,6.878381533038459,6.878987143242468,6.878987143242467,0,0,0,0,0,0
0.797497271782044,8.649867223087039,1.4853756039879595e-14,-0.11367178803205766,19.77078829290784,2.0774338588062272e-13,1.027544847636267,0.9091312381366723,-4.844087416593844e-13,-0.41650977400786343,-8.431333493542383e-15,-4.254640350055237e-12,-14.993951723692634,-8.195634093082022e-13,0,0,0,0,0,0,5.507698505944061,5.507698505941709,6.878990938484686,6.878990938484686,0,0,0,0,0,0
0.8270342077739715,9.223332664434261,3.180330781747981e-14,-0.08051305850136922,19.039051783902572,9.174793193591645e-13,1.1863055095150403,0.8465563092159915,-4.677363781514956e-13,-0.5322991784012219,5.6772633734314664e-14,6.0538828770924835e-12,-2.842818681832085,-2.760580841663095e-13,0,0,0,0,0,0,6.876072442099767,6.876072442090993,6.878993087538948,6.878993087538948,0,0,0,0,0,0
0.856571143765899,9.772800776361874,6.681175476904762e-14,-0.0439922738470115,18.161178008012723,1.324545632083068e-12,1.2743561401586523,0.8235772083525335,-1.542079813038506e-13,-0.5672041800641692,2.891194587242e-13,4.497667050565989e-11,-2.8169386065755675,1.7517331494525172e-12,0,0,0,0,0,0,6.773611076199946,6.773611076216609,6.878994492794695,6.878994492794695,0,0,0,0,0,0
0.8861080797578266,10.296013755900134,1.0100359941196761e-13,-0.005968444874426551,17.262976118826927,9.460616837222151e-13,1.2899255933553835,0.8033995880672707,-4.059397016726695e-14,-0.5954402588785394,3.549651588157768e-13,-2.8850814802647082e-11,-1.8831276374784625,-2.098812412658058e-12,0,0,0,0,0,0,6.811931756733231,6.811931756727174,6.878995438338133,6.878995438338133,0,0,0,0,0,0
0.9156450157497541,10.79239781249073,1.2684617873853953e-13,0.03171155000404524,16.346103223891756,8.717873811049043e-13,1.2543006735347384,0.7892336241982448,-2.0420944093095502e-13,-0.6140930600771459,2.0425155717294207e-13,-2.0621414440885125e-12,-1.2888709361675281,-6.991343293817035e-13,0,0,0,0,0,0,6.844667016846364,6.844667016841676,6.878996117179447,6.878996117179447,0,0,0,0,0,0
0.9451819517416816,11.261517994432092,1.5307414746726974e-13,0.06778055978393255,15.417658265702647,8.620240573548582e-13,1.1828033773571172,0.7788132373764338,-1.0295390582222778e-13,-0.6272558818275357,2.819657348657971e-13,1.870432492149444e-11,-0.984678004387144,3.842143709916089e-13,0,0,0,0,0,0,6.853388932263531,6.85338893225785,6.878996626029008,6.878996626029008,0,0,0,0,0,0
0.9747188877336092,11.703110783985418,1.7226797121510634e-13,0.10131675439049911,14.48257709923231,2.882170891114998e-13,1.0839838346995094,0.7706783345463637,2.5028655686564893e-13,-0.6372243754446648,5.859230021498684e-13,4.38883384551248e-11,-0.7577661608664407,1.696794934324699e-12,0,0,0,0,0,0,6.861745012577842,6.861745012689453,6.878997020520998,6.878997020520998,0,0,0,0,0,0
1.0042558237255368,12.117011320110107,1.7582451440723992e-13,0.1316081739414226,13.542815686201923,9.078186059217481e-13,0.9639518532173132,0.7642275447814836,-1.9446579472593607e-12,-0.6449467108203732,-1.4682210306155278e-12,-4.5076430659725293e-10,-0.6048947250561317,-2.4094815233290173e-11,0,0,0,0,0,0,6.866811881698294,6.866811881360792,6.878997334875438,6.878997334875438,0,0,0,0,0,0
1.0337927597174643,12.503103633646829,2.819725433786275e-13,0.15809484961330045,12.599786876071253,4.882355497939273e-12,0.8269520570228901,0.7589549924466424,1.230673171403532e-12,-0.651143086763825,1.567162831733858e-12,1.044700580624215e-09,-0.49691843840314687,5.3896334443109235e-11,0,0,0,0,0,0,6.868155349173784,6.868155349551795,6.878997591138637,6.878997591138637,0,0,0,0,0,0
1.0633296957093918,12.8613070513314,2.8396684360770196e-13,0.18032279043965216,11.654515069562802,-5.724723856165874e-12,0.6760537572895149,0.7546217298409101,3.4831164511309544e-12,-0.6561600756420147,3.652771696119388e-12,-6.299818078968324e-10,-0.4008444580004905,-3.3455695842746455e-11,0,0,0,0,0,0,6.866296369263719,6.866296369195618,6.878997803969558,6.878997803969558,0,0,0,0,0,0
1.0928666317013194,13.191567422044958,5.008730528924921e-14,0.19792198564054014,10.707802219244746,-7.857748690323404e-12,0.5140141588253577,0.7512729228872658,-1.5954778214662092e-12,-0.6599916630917693,-1.2894165678769923e-12,-3.284342313228325e-10,-0.288296018524998,-1.7718747581372105e-11,0,0,0,0,0,0,6.876563510017125,6.876563509885468,6.878997981863403,6.878997981863403,0,0,0,0,0,0
1.122403567693247,13.493837189923042,-9.874772340584046e-14,0.2106063726706073,9.759274100857334,-2.0468368658796544e-12,0.3435730999041662,0.7485617128065972,-1.9894601135964545e-12,-0.6630651266055398,-1.6651837730226653e-12,2.548731818085188e-10,-0.2667239662123837,1.2705079514417429e-11,0,0,0,0,0,0,6.878524524642215,6.878524524692687,6.8789981288936675,6.878998128893667,0,0,0,0,0,0
1.1519405036851744,13.768074506294003,-1.1363650584691557e-13,0.21814420724250633,8.809691059464635,3.6516257063011257e-13,0.16559045253079005,0.7459646678874475,-4.804816858151366e-13,-0.6659855210685635,-1.8165695763709496e-13,3.129377976471208e-11,-0.2625273208979032,1.041854453922264e-12,0,0,0,0,0,0,6.878831613922819,6.878831613927728,6.878998249633309,6.878998249633309,0,0,0,0,0,0
1.181477439677102,14.014251183752885,-9.290967512461677e-14,0.2203158535776113,7.859247953088987,9.416813622367688e-13,-0.01976917719652215,0.7433842505619047,-2.6073632222191256e-13,-0.6688646021612933,2.6179591697178203e-14,9.54800542134506e-12,-0.26105074842525955,-9.243235147943836e-14,0,0,0,0,0,0,6.878915523134826,6.878915523135373,6.878998350251012,6.878998350251012,0,0,0,0,0,0
1.2110143756690295,14.232342985881417,-6.136449708484127e-14,0.2169041644781146,6.908022726683476,1.1545180110453696e-12,-0.21246324204953249,0.7408036859391207,-1.67481141146918e-13,-0.6717215932981392,1.0786280135425694e-13,7.124972939381017e-12,-0.2603168106589365,-2.1871859000825647e-13,0,0,0,0,0,0,6.878946576310709,6.878946576310784,6.878998437789289,6.878998437789289,0,0,0,0,0,0
1.240551311660957,14.42232773785768,-2.679358964063173e-14,0.20769278262214413,5.956077795640532,1.1530489624022497e-12,-0.4124751166240657,0.738218086271448,-8.859430960200564e-14,-0.6745621224934746,1.751023819758214e-13,6.791397441497243e-12,-0.2598572619072877,-2.360090265506435e-13,0,0,0,0,0,0,6.878959123941142,6.878959123941157,6.878998519611593,6.878998519611593,0,0,0,0,0,0
1.2700882476528845,14.58418505162494,4.8213509502943555e-15,0.19246569637231997,5.003471924570135,9.553199271620962e-13,-0.6197965478503995,0.735625639795324,-1.1788345335052079e-14,-0.677388306716131,2.4023209037521606e-13,6.72431621711029e-12,-0.2595081736884107,-2.394026609764475e-13,0,0,0,0,0,0,6.8789614065311495,6.878961406531154,6.878998602904357,6.878998602904357,0,0,0,0,0,0
1.299625183644812,14.717896257264206,2.773893151373534e-14,0.1710070859832288,4.050262758960168,5.643661951586825e-13,-0.8344222010738492,0.7330257825664319,6.454230027087516e-14,-0.6802008542286935,3.0487488236275935e-13,6.699840055823833e-12,-0.2591785736200675,-2.4057823507072116e-13,0,0,0,0,0,0,6.878946963564155,6.878946963564157,6.87899869391227,6.87899869391227,0,0,0,0,0,0
1.3291621196367396,14.823444390184607,3.626769514594391e-14,0.14310128325837396,3.096508170767705,-1.8861906428856676e-14,-1.056346588216706,0.7304191462492463,1.4066514187429795e-13,-0.682999173348943,3.693034034699124e-13,6.684621600362178e-12,-0.2587201868257438,-2.4127385362143635e-13,0,0,0,0,0,0,6.38123876322143,6.381238763231443,6.878998793587815,6.878998793587815,0,0,0,0,0,0
1.358699055628667,14.901334480590794,2.6669771396922217e-14,0.10864725614140909,2.178417400291572,-5.577909896902991e-13,-1.2678076287689255,0.7497499467969397,-2.3239437159414732e-14,-0.6617212534588319,2.0241485871276096e-13,-3.760663210342054e-11,4.151971660011514,-2.555238532838983e-12,0,0,0,0,0,0,5.654772283046197,5.654772283036479,6.878998831518117,6.878998831518117,0,0,0,0,0,0
1.3882359916205946,14.95306498126721,1.0860353006246589e-14,0.06937660362707156,1.3351250258025529,-4.3173365652534624e-13,-1.3517480539123177,0.8355354525520213,-1.9849458566273706e-13,-0.549436536397689,1.0795550999543333e-14,5.691521983273834e-12,14.999942020604571,-3.0957290544121257e-13,0,0,0,0,0,0,6.878992419875272,6.878992419875272,6.878998381406462,6.878998381406462,0,0,0,0,0,0
1.4177729276125222,14.980567982942867,2.245960373419122e-15,0.03257939288336465,0.5682062457055019,-1.6675568344875807e-13,-1.0834829349648147,0.9358377946332522,-1.2325191887676745e-13,-0.35243101755658574,9.279259467026482e-15,5.787569029553327e-12,14.999994846214133,-3.0956905399917766e-13,0,0,0,0,0,0,6.878995684050617,6.878995684050617,6.878996060860476,6.878996060860476,0,0,0,0,0,0
1.4473098636044497,14.989745984583434,-1.5767521786772308e-16,0.008106134182752488,0.11450997540145154,-1.9132216297660312e-14,-0.5403126327628894,0.990404177996157,-4.066916989977559e-14,-0.13820117296085607,7.805300770735085e-15,5.883611291302284e-12,14.999998185156743,-3.0956212355223537e-13,0,0,0,0,0,0,6.878994524510315,6.878994524510314,5.18622030502486,5.186220305023524,0,0,0,0,0,0
1.4768467995963772,14.99108596046643,-2.6574873321452167e-16,4.500350743695576e-05,0.006566378716844703,3.1563705116268027e-16,-0.00042279807301595613,0.9996113924559067,2.0928406852583387e-15,-0.02787586899745717,6.9984027521584944e-15,-6.531960933213943e-17,0.0001890542327210022,-9.904366423811492e-16,0,0,0,0,0,0,6.878994524510315,6.878994524510314,5.18622030502486,5.186220305023524,0,0,0,0,0,0
